year,name,age,gender,worth,rank,source,industry,wealth_acquistion,country,wealth_status
2021,Wu Yulan,51,Family,1.7,1833,pharmaceuticals,Healthcare,self_made,China,Decreased
2021,Xie Weitong,64,Family,1.7,1833,cobalt,Metals & Mining,self_made,Taiwan,Unchanged
2021,Xu Xudong & family,51,Family,1.7,1833,auto parts,Automotive,self_made,China,Unchanged
2021,Yang Yunyun,44,Family,1.7,1833,retail,Fashion & Retail,No Info,China,Unchanged
2021,Ye Yanqiao,51,Family,1.7,1833,soy sauce,Food & Beverage,self_made,China,Unchanged
2021,Zeng Chaoyi,52,Family,1.7,1833,aluminum products,Manufacturing,self_made,China,Unchanged
2021,Zhang Guiping & family,69,Family,1.7,1833,real estate,Real Estate,self_made,China,Unchanged
2021,Faisal Bin Qassim Al Thani,73,Family,1.6,1931,"hotels, diversified",Diversified,self_made,Qatar,Unchanged
2021,Patricia Angelini Rossi,67,Family,1.6,1931,"forestry, mining",Diversified,self_made,Chile,Decreased
2021,Lesley Bamberger,55,Family,1.6,1931,real estate,Real Estate,self_made,Netherlands,Decreased
2021,William Boyd,89,Family,1.6,1931,"casinos, banking",No Info,self_made,United States,Unchanged
2021,Bernhard Braun-Luedicke,44,Family,1.6,1931,medical technology,Healthcare,self_made,Germany,Decreased
2021,Eva Maria Braun-Luedicke,34,Family,1.6,1931,medical technology,Healthcare,self_made,Germany,Decreased
2021,Friederike Braun-Luedicke,37,Family,1.6,1931,medical technology,Healthcare,self_made,Germany,Decreased
2021,Amit Burman,51,Family,1.6,1931,consumer goods,Food & Beverage,self_made,India,Increased
2021,Jean-Pierre Cayard,78,Family,1.6,1931,spirits,Food & Beverage,self_made,France,Decreased
2021,Chen Kaichen,64,Family,1.6,1931,household chemicals,Manufacturing,self_made,China,Unchanged
2021,Chen Qiongxiang,64,Family,1.6,1931,batteries,Energy,No Info,China,Unchanged
2021,Chen Xuehua,60,Family,1.6,1931,nonferrous,Metals & Mining,self_made,China,Unchanged
2021,Chen Yung-tai,85,Family,1.6,1931,real estate,Real Estate,self_made,Taiwan,Unchanged
2021,Chen Zemin & family,78,Family,1.6,1931,food,No Info,self_made,China,Unchanged
2021,Ryan Cohen,35,Family,1.6,1931,investments,Finance & Investments,self_made,Canada,Unchanged
2021,Norbert Dentressangle,66,Family,1.6,1931,"transport, logistics",Logistics,No Info,France,Increased
2021,Mohammed Dewji,45,Family,1.6,1931,diversified,Diversified,self_made,Tanzania,Increased
2021,Ding Lieming & family,57,Family,1.6,1931,pharmaceuticals,No Info,self_made,China,Unchanged
2021,Domenico Dolce,62,Family,1.6,1931,luxury goods,Fashion & Retail,self_made,Italy,Decreased
2021,Lisa Draexlmaier,30,Family,1.6,1931,auto parts,No Info,self_made,Germany,Unchanged
2021,Alfredo Egydio Arruda Villela Filho,51,Family,1.6,1931,banking,Finance & Investments,No Info,Brazil,Decreased
2021,Daniel Feffer,61,Family,1.6,1931,pulp and paper,Manufacturing,self_made,Brazil,Unchanged
2021,Jorge Feffer,56,Family,1.6,1931,pulp and paper,No Info,self_made,Brazil,Unchanged
2021,Ruben Feffer,64,Family,1.6,1931,pulp and paper,Manufacturing,self_made,Brazil,Unchanged
2021,Henrik Fisker,57,Family,1.6,1931,★,No Info,self_made,United States,Unchanged
2021,Miguel Fluxa Rossello,82,Family,1.6,1931,hotels,Service,self_made,Spain,Decreased
2021,Donald Foss,76,Family,1.6,1931,auto loans,Automotive,self_made,United States,Increased
2021,Susumu Fujita,47,Family,1.6,1931,internet media,Media & Entertainment,self_made,Japan,Increased
2021,Stefano Gabbana,58,Family,1.6,1931,luxury goods,Fashion & Retail,self_made,Italy,Decreased
2021,Alexandre Grendene Bartelle,71,Family,1.6,1931,shoes,Fashion & Retail,self_made,Brazil,Decreased
2021,Geeta Gupta-Fisker,46,Family,1.6,1931,★,No Info,self_made,United Kingdom,Unchanged
2021,Heikki Herlin,34,Family,1.6,1931,"elevators, escalators",Manufacturing,self_made,Finland,Unchanged
2021,Asok Kumar Hiranandani,66,Family,1.6,1931,real estate,Real Estate,self_made,Singapore,Increased
2021,Niranjan Hiranandani,71,Family,1.6,1931,real estate,Real Estate,self_made,India,Increased
2021,Ho Hung Anh,50,Family,1.6,1931,"consumer products, banking",Finance & Investments,self_made,Vietnam,Unchanged
2021,Huang Zhengcong,54,Family,1.6,1931,electronics,No Info,self_made,Hong Kong,Unchanged
2021,"B. Wayne Hughes, Jr.",60,Family,1.6,1931,storage facilities,Real Estate,self_made,United States,Increased
2021,Jiang Yintai & family,70,Family,1.6,1931,auto parts,Automotive,self_made,China,Unchanged
2021,Michael Jordan,58,Family,1.6,1931,"Charlotte Hornets, endorsements",Sports,Inherited,United States,Unchanged
2021,Ke Guihua,55,Family,1.6,1931,auto parts,Manufacturing,Inherited,China,Unchanged
2021,Alexander Klyachin,53,Family,1.6,1931,real estate,Real Estate,Inherited,Russia,Increased
2021,William Koch,81,Family,1.6,1931,"oil, investments",Energy,Inherited,United States,Decreased
2021,Sebastian Kulczyk,40,Family,1.6,1931,diversified,Finance & Investments,Inherited,Poland,Unchanged
2021,Robert Langer,72,Family,1.6,1931,biotech,Healthcare,No Info,United States,Unchanged
2021,Manuel Lao Hernandez,76,Family,1.6,1931,casinos,No Info,Inherited,Spain,Decreased
2021,Michael Lee-Chin,70,Family,1.6,1931,mutual funds,Finance & Investments,Inherited,Canada,Increased
2021,Li Li,57,Family,1.6,1931,pharmaceuticals,Healthcare,Inherited,China,Decreased
2021,Li Zhen & family,57,Family,1.6,1931,lithium batteries,No Info,Inherited,China,Unchanged
2021,Liang Yanfeng & family,56,Family,1.6,1931,real estate,No Info,self_made,China,Unchanged
2021,Jenny Lindén Urnes,50,Family,1.6,1931,powdered metal,Manufacturing,self_made,Sweden,Increased
2021,Liu Yingqi,44,Family,1.6,1931,technology,No Info,self_made,China,Unchanged
2021,Catherine Lozick,76,Family,1.6,1931,valve manufacturing,Manufacturing,self_made,United States,Decreased
2021,Gary Magness,67,Family,1.6,1931,"cable TV, investments",Media & Entertainment,self_made,United States,Increased
2021,Mao Lixiang & family,80,Family,1.6,1931,cooking appliances,Technology,Inherited,China,Unchanged
2021,David Mindus,49,Family,1.6,1931,real estate,Real Estate,Inherited,Sweden,Unchanged
2021,Massimo Moratti,75,Family,1.6,1931,oil refinery,Energy,Inherited,Italy,Decreased
2021,Mario Moretti Polegato & family,68,Family,1.6,1931,shoes,Fashion & Retail,Inherited,Italy,Unchanged
2021,Ni Zugen,64,Family,1.6,1931,appliances,Manufacturing,Inherited,China,Unchanged
2021,Kentaro Ogawa,72,Family,1.6,1931,restaurants,Food & Beverage,self_made,Japan,Increased
2021,Tomas Olivo Lopez,47,Family,1.6,1931,shopping centers,Real Estate,self_made,Spain,Decreased
2021,Rubens Ometto Silveira Mello,71,Family,1.6,1931,"sugar, ethanol",Energy,self_made,Brazil,Increased
2021,Pan Gang,50,Family,1.6,1931,dairy,Food & Beverage,self_made,China,Unchanged
2021,Ajay Parekh,63,Family,1.6,1931,adhesives,Manufacturing,self_made,India,Unchanged
2021,David Paul,54,Family,1.6,1931,medical devices,Healthcare,self_made,United States,Unchanged
2021,Nelson Peltz,78,Family,1.6,1931,investments,Finance & Investments,Inherited,United States,Decreased
2021,Petro Poroshenko,55,Family,1.6,1931,confectionery,No Info,Inherited,Ukraine,Unchanged
2021,G. Rajendran,78,Family,1.6,1931,jewellery,Fashion & Retail,Inherited,India,Unchanged
2021,P.P. Reddy,63,Family,1.6,1931,infrastructure,Construction & Engineering,Inherited,India,Unchanged
2021,Francisco Jose Riberas Mera,56,Family,1.6,1931,"steel, autoparts",Manufacturing,Inherited,Spain,Decreased
2021,Juan Maria Riberas Mera,52,Family,1.6,1931,"steel, investments",Metals & Mining,self_made,Spain,Decreased
2021,Subhash Runwal,77,Family,1.6,1931,real estate,Real Estate,self_made,India,Increased
2021,Deniz Sahenk,75,Family,1.6,1931,diversified,Diversified,self_made,Turkey,Increased
2021,Bhadresh Shah,69,Family,1.6,1931,engineering,Manufacturing,self_made,India,Increased
2021,Shen Hua & family,58,Family,1.6,1931,semiconductors,Technology,No Info,United States,Unchanged
2021,Barry Silbert,44,Family,1.6,1931,cryptocurrency,Finance & Investments,self_made,United States,Unchanged
2021,Leonid Simanovsky,71,Family,1.6,1931,investments,Finance & Investments,self_made,Russia,Increased
2021,Peter Sperling,61,Family,1.6,1931,education,Service,self_made,United States,Increased
2021,Sun Weijie,57,Family,1.6,1931,oilfield equipment,Manufacturing,self_made,China,Unchanged
2021,Tang Jianfang,64,Family,1.6,1931,packaged foods,No Info,No Info,China,Increased
2021,Prachak Tangkaravakoon,77,Family,1.6,1931,paints,Manufacturing,Inherited,Thailand,Unchanged
2021,Clemens Toennies,64,Family,1.6,1931,meat processing,Food & Beverage,Inherited,Germany,Decreased
2021,Tran Ba Duong & family,61,Family,1.6,1931,automotive,Automotive,Inherited,Vietnam,Unchanged
2021,Tseng Cheng,59,Family,1.6,1931,petrochemicals,Manufacturing,Inherited,Taiwan,Unchanged
2021,Tung Ching Bor,58,Family,1.6,1931,manufacturing,Manufacturing,No Info,China,Unchanged
2021,Shigefumi Wada,68,Family,1.6,1931,software,Technology,self_made,Japan,Unchanged
2021,Wang Qinghua,55,Family,1.6,1931,electric equipment,Manufacturing,self_made,China,Unchanged
2021,Wang Xuechao,64,Family,1.6,1931,pharmaceuticals,No Info,self_made,China,Unchanged
2021,Wang Yiran,41,Family,1.6,1931,LCD main board,No Info,self_made,China,Unchanged
2021,Myron Wentz,81,Family,1.6,1931,health products,Fashion & Retail,self_made,St. Kitts and Nevis,Increased
2021,Ian Wood & family,78,Family,1.6,1931,energy services,Energy,No Info,United Kingdom,Unchanged
2021,Wu Chaoqun,51,Family,1.6,1931,chemicals,Manufacturing,self_made,China,Unchanged
2021,Wu Yingming,54,Family,1.6,1931,batteries,Energy,self_made,China,Unchanged
2021,Xie Bingkun & family,54,Family,1.6,1931,pearlescent pigments,Fashion & Retail,Inherited,China,Unchanged
2021,Xiu Laigui,66,Family,1.6,1931,pharmaceuticals,Healthcare,No Info,China,Increased
2021,Yang Erzhu,70,Family,1.6,1931,real estate,Real Estate,self_made,China,Decreased
2021,Yang Lijuan,43,Family,1.6,1931,restaurants,No Info,Inherited,China,Unchanged
2021,Yao Kuizhang,56,Family,1.6,1931,beverages,Food & Beverage,Inherited,China,Decreased
2021,Yu Peidi,61,Family,1.6,1931,real estate,Real Estate,Inherited,Hong Kong,Increased
2021,David Zalik,47,Family,1.6,1931,financial technology,Technology,Inherited,United States,Decreased
2021,Zhang Cheng Fei,53,Family,1.6,1931,paper & related products,Manufacturing,Inherited,China,Increased
2021,Zhang Keqiang,61,Family,1.6,1931,real estate,Real Estate,self_made,China,Increased
2021,Zhang Shilong & family,55,Family,1.6,1931,semiconductor,Technology,self_made,China,Unchanged
2021,Zhang Xiaojuan,51,Family,1.6,1931,logistics,Logistics,self_made,China,Decreased
2021,Zhang Yuanlin,45,Family,1.6,1931,real estate,No Info,self_made,China,Unchanged
2021,Antti Aarnio-Wihuri,81,Family,1.5,2035,diversified,Diversified,No Info,Finland,Decreased
2021,Hamdi Akin & family,66,Family,1.5,2035,diversified,Diversified,Inherited,Turkey,Unchanged
2021,"Herbert Allen, Jr. & family",81,Family,1.5,2035,investment banking,Finance & Investments,Inherited,United States,Unchanged
2021,Harindarpal Banga,70,Family,1.5,2035,commodities,Finance & Investments,Inherited,India,Increased
2021,Ulrike Baro,64,Family,1.5,2035,biopharmaceuticals,Healthcare,Inherited,Germany,Unchanged
2021,Alex Beard,53,Family,1.5,2035,"mining, commodities",Metals & Mining,Inherited,United Kingdom,Decreased
2021,Barbara Benetton,51,Family,1.5,2035,"fashion retail, investments",Fashion & Retail,self_made,Italy,Unchanged
2021,Paolo Bulgari,83,Family,1.5,2035,luxury goods,Fashion & Retail,self_made,Italy,Decreased
2021,Ron Burkle,68,Family,1.5,2035,"supermarkets, investments",Finance & Investments,Inherited,United States,Decreased
2021,Ahmet Calik,63,Family,1.5,2035,"energy, banking, construction",Diversified,self_made,Turkey,Decreased
2021,Steve Case,62,Family,1.5,2035,AOL,Technology,self_made,United States,Increased
2021,Safra Catz,59,Family,1.5,2035,software,Technology,self_made,United States,Unchanged
2021,Chen Baohua,59,Family,1.5,2035,pharmaceutical,Healthcare,self_made,China,Unchanged
2021,Chen Xianbao & family,61,Family,1.5,2035,food,Food & Beverage,self_made,China,Unchanged
2021,Chen Xiaohui,50,Family,1.5,2035,information technology,No Info,Inherited,China,Unchanged
2021,Manas Chiaravanond,64,Family,1.5,2035,diversified,Diversified,Inherited,Thailand,Increased
2021,Phongthep Chiaravanont,69,Family,1.5,2035,diversified,Diversified,Inherited,Thailand,Increased
2021,Prathip Chiravanond,64,Family,1.5,2035,diversified,Diversified,Inherited,Thailand,Increased
2021,Alberto Cortina,75,Family,1.5,2035,investments,Finance & Investments,Inherited,Spain,Increased
2021,Bharat Desai,68,Family,1.5,2035,IT consulting,Technology,self_made,United States,Increased
2021,Tim Draper,62,Family,1.5,2035,cryptocurrency,Finance & Investments,self_made,United States,Unchanged
2021,John Farber,95,Family,1.5,2035,chemicals,Manufacturing,self_made,United States,Decreased
2021,Gary Fegel,47,Family,1.5,2035,"commodities, investments",Metals & Mining,self_made,Switzerland,Increased
2021,John Foley,50,Family,1.5,2035,Peloton,No Info,self_made,United States,Unchanged
2021,Geng Diangen,64,Family,1.5,2035,Internet,Technology,self_made,China,Unchanged
2021,Alan Gerry,92,Family,1.5,2035,cable television,Media & Entertainment,self_made,United States,Increased
2021,Esther Grether,85,Family,1.5,2035,art collection,Fashion & Retail,self_made,Switzerland,Unchanged
2021,Bill Gross,77,Family,1.5,2035,investments,Finance & Investments,self_made,United States,Decreased
2021,Sue Gross,71,Family,1.5,2035,investments,Finance & Investments,self_made,United States,Unchanged
2021,Guo Ziwen,57,Family,1.5,2035,real estate,No Info,self_made,China,Unchanged
2021,Torstein Hagen,78,Family,1.5,2035,cruises,Service,self_made,Norway,Decreased
2021,Huang Wen Tsai,67,Family,1.5,2035,real estate,No Info,self_made,China,Increased
2021,Huang Wenbiao,54,Family,1.5,2035,soy sauce,Food & Beverage,self_made,China,Unchanged
2021,Huh Jae-myung,50,Family,1.5,2035,electric components,Manufacturing,self_made,South Korea,Unchanged
2021,Ke Xiping & family,60,Family,1.5,2035,investments,Diversified,self_made,China,Unchanged
2021,Kim Jun-ki,76,Family,1.5,2035,diversified,Diversified,self_made,South Korea,Unchanged
2021,Seth Klarman,64,Family,1.5,2035,investments,Finance & Investments,self_made,United States,Unchanged
2021,Pyotr Kondrashev,71,Family,1.5,2035,investments,Manufacturing,self_made,Russia,Increased
2021,Raymond Kwok,68,Family,1.5,2035,real estate,Real Estate,self_made,Hong Kong,Unchanged
2021,Heikki Kyostila,75,Family,1.5,2035,dental products,Healthcare,self_made,Finland,Decreased
2021,Arvind Lal,71,Family,1.5,2035,medical diagnostics,Healthcare,self_made,India,Unchanged
2021,Anthony Langley,66,Family,1.5,2035,manufacturing,Diversified,self_made,United Kingdom,Decreased
2021,Christian Latouche,80,Family,1.5,2035,accounting services,Finance & Investments,self_made,France,Decreased
2021,Gary Lauder,59,Family,1.5,2035,Estée Lauder,Fashion & Retail,self_made,United States,Unchanged
2021,James Leininger,76,Family,1.5,2035,medical products,Healthcare,self_made,United States,Increased
2021,Lin Zhijun,45,Family,1.5,2035,medical devices,Healthcare,No Info,China,Unchanged
2021,Lin Zhixiong & family,47,Family,1.5,2035,medical devices,Healthcare,self_made,China,Unchanged
2021,Vladimir Litvinenko,65,Family,1.5,2035,chemical industry,No Info,self_made,Russia,Unchanged
2021,Liu Xiucai & family,64,Family,1.5,2035,chemicals,Manufacturing,self_made,United States,Unchanged
2021,Lu Zongjun,57,Family,1.5,2035,logistics,Logistics,Inherited,China,Unchanged
2021,Duncan MacMillan,83,Family,1.5,2035,Bloomberg LP,Finance & Investments,Inherited,United States,Increased
2021,Youssef Mansour,75,Family,1.5,2035,diversified,Diversified,Inherited,Egypt,Increased
2021,George Marcus,79,Family,1.5,2035,real estate,Real Estate,Inherited,United States,Increased
2021,Strive Masiyiwa,60,Family,1.5,2035,telecom,Telecom,Inherited,Zimbabwe,Increased
2021,Billy Joe (Red) McCombs,93,Family,1.5,2035,"real estate, oil, cars, sports",Diversified,self_made,United States,Decreased
2021,Lorinc Meszaros,55,Family,1.5,2035,diversified,Diversified,self_made,Hungary,Unchanged
2021,Jerry Moyes,77,Family,1.5,2035,transportation,No Info,self_made,United States,Decreased
2021,Marius Nacht,55,Family,1.5,2035,software,Technology,self_made,Israel,Decreased
2021,Ezra Nahmad,75,Family,1.5,2035,art,Finance & Investments,self_made,Monaco,Unchanged
2021,Niti Osathanugrah,47,Family,1.5,2035,"energy drinks,investments",Finance & Investments,self_made,Thailand,Increased
2021,Alberto Palatchi,71,Family,1.5,2035,wedding dresses,Fashion & Retail,self_made,Spain,Increased
2021,Sushilkumar Parekh,88,Family,1.5,2035,adhesives,No Info,self_made,India,Unchanged
2021,Lirio Parisotto,67,Family,1.5,2035,investments,Finance & Investments,self_made,Brazil,Decreased
2021,Mark Pincus,55,Family,1.5,2035,online games,Technology,self_made,United States,Unchanged
2021,Michael Polsky,72,Family,1.5,2035,Electric power,Energy,self_made,United States,Unchanged
2021,P.V.Krishna Reddy,51,Family,1.5,2035,infrastructure,Construction & Engineering,self_made,India,Unchanged
2021,Prathap Reddy,89,Family,1.5,2035,healthcare,Healthcare,self_made,India,Unchanged
2021,Satish Reddy,53,Family,1.5,2035,pharmaceuticals,Healthcare,self_made,India,Unchanged
2021,Ren Jinsheng & family,58,Family,1.5,2035,pharmaceutical,Healthcare,self_made,China,Unchanged
2021,Helena Revoredo,74,Family,1.5,2035,security services,Service,self_made,Spain,Decreased
2021,Matthew Roszak,48,Family,1.5,2035,cryptocurrency,Finance & Investments,Inherited,United States,Unchanged
2021,Vinod Saraf,68,Family,1.5,2035,chemicals,Manufacturing,Inherited,India,Unchanged
2021,Fayez Sarofim,92,Family,1.5,2035,money management,Finance & Investments,Inherited,United States,Unchanged
2021,Steven Schuurman,45,Family,1.5,2035,software,Technology,Inherited,Netherlands,Unchanged
2021,Basudeo Singh,80,Family,1.5,2035,pharmaceuticals,Healthcare,Inherited,India,Increased
2021,Ryan Smith,42,Family,1.5,2035,cloud computing,Technology,self_made,United States,Unchanged
2021,Peter Sondakh,71,Family,1.5,2035,investments,Finance & Investments,self_made,Indonesia,Decreased
2021,Sun Qinghuan,47,Family,1.5,2035,lighting,Technology,self_made,China,Increased
2021,Sun Yonghui,50,Family,1.5,2035,LCD main board,No Info,self_made,China,Unchanged
2021,Luc Tack,59,Family,1.5,2035,"textile, chemicals",Manufacturing,self_made,Belgium,Unchanged
2021,Fernando Trajano,64,Family,1.5,2035,retail,No Info,No Info,Brazil,Unchanged
2021,August Troendle,65,Family,1.5,2035,pharmaceutical services,Healthcare,Inherited,United States,Unchanged
2021,Kenny Troutt,73,Family,1.5,2035,telecom,Telecom,Inherited,United States,Increased
2021,John Van Lieshout,75,Family,1.5,2035,real estate,Real Estate,self_made,Australia,Increased
2021,Radha Vembu,48,Family,1.5,2035,business software,Technology,self_made,India,Unchanged
2021,Wang Huiwen,43,Family,1.5,2035,e-commerce,No Info,self_made,China,Unchanged
2021,Wang Wenbiao,64,Family,1.5,2035,"natural gas, fertilizers",No Info,self_made,China,Increased
2021,Wang Yaohai,54,Family,1.5,2035,lighting,No Info,self_made,China,Decreased
2021,Wang Zelong,24,Family,1.5,2035,chemicals,Metals & Mining,Inherited,China,Unchanged
2021,Wang Zhentao & family,55,Family,1.5,2035,vaccine & shoes,Healthcare,Inherited,China,Unchanged
2021,Wen Yilong,32,Family,1.5,2035,e-cigarettes,No Info,self_made,China,Unchanged
2021,Thomas Wu,71,Family,1.5,2035,finance,Finance & Investments,self_made,Taiwan,Increased
2021,Wu Zhenxing,51,Family,1.5,2035,soy sauce,Food & Beverage,self_made,China,Unchanged
2021,Xiang Guangming & family,57,Family,1.5,2035,waste disposal,Manufacturing,self_made,China,Unchanged
2021,Xu Gang,58,Family,1.5,2035,Chemicals,Manufacturing,self_made,China,Unchanged
2021,Xu Wanmao,76,Family,1.5,2035,education,Service,Inherited,China,Unchanged
2021,Jane Yan & family,51,Family,1.5,2035,software,Technology,Inherited,China,Decreased
2021,Ye Cheng,59,Family,1.5,2035,conglomerate,No Info,Inherited,China,Decreased
2021,Yi Dasheng,60,Family,1.5,2035,conglomerate,Diversified,Inherited,China,Unchanged
2021,Yu Rong,49,Family,1.5,2035,health clinics,Healthcare,No Info,China,Decreased
2021,Yuan Zhimin & family,60,Family,1.5,2035,plastics,No Info,self_made,China,Unchanged
2021,Zeng Chaolin,38,Family,1.5,2035,Aluminium,Metals & Mining,self_made,China,Unchanged
2021,Zhong Sheng Jian,63,Family,1.5,2035,real estate,Real Estate,self_made,Singapore,Unchanged
2021,Zhou Jian,44,Family,1.5,2035,robotics,Energy,self_made,China,Unchanged
2021,Zhu Yiming,48,Family,1.5,2035,semiconductors,Technology,self_made,China,Unchanged
2021,Zhuang Kuilong & family,58,Family,1.5,2035,polyester,Manufacturing,Inherited,China,Unchanged
2021,Anu Aga,78,Family,1.4,2141,engineering,Construction & Engineering,Inherited,India,Unchanged
2021,Farkhad Akhmedov,65,Family,1.4,2141,investments,Energy,Inherited,Russia,Unchanged
2021,Alberto Alcocer,78,Family,1.4,2141,investments,Finance & Investments,Inherited,Spain,Unchanged
2021,Alexandra Andresen,24,Family,1.4,2141,investments,Diversified,Inherited,Norway,Unchanged
2021,Katharina Andresen,25,Family,1.4,2141,investments,Diversified,self_made,Norway,Unchanged
2021,Mori Arkin,68,Family,1.4,2141,pharmaceuticals,Healthcare,self_made,Israel,Unchanged
2021,Clifford Asness,54,Family,1.4,2141,money management,Finance & Investments,self_made,United States,Decreased
2021,Nigel Austin,50,Family,1.4,2141,retail,Fashion & Retail,self_made,Australia,Unchanged
2021,Ziv Aviram,62,Family,1.4,2141,automotive technology,Automotive,self_made,Israel,Unchanged
2021,Louis Bacon,64,Family,1.4,2141,hedge funds,Finance & Investments,No Info,United States,Decreased
2021,Samuel Barata,83,Family,1.4,2141,drugstores,No Info,Inherited,Brazil,Unchanged
2021,Angela Bennett,77,Family,1.4,2141,mining,Metals & Mining,Inherited,Australia,Decreased
2021,Maurizio Billi,63,Family,1.4,2141,generic drugs,Healthcare,Inherited,Brazil,Increased
2021,Zadik Bino & family,77,Family,1.4,2141,"banking, oil",Diversified,Inherited,Israel,Unchanged
2021,Anna Maria Braun,42,Family,1.4,2141,medical technology,Healthcare,No Info,Germany,Decreased
2021,Johanna Braun,41,Family,1.4,2141,medical technology,Healthcare,self_made,Germany,Decreased
2021,Karl Friedrich Braun,38,Family,1.4,2141,medical technology,Healthcare,self_made,Germany,Decreased
2021,Cai Hao & family,50,Family,1.4,2141,solar energy,No Info,self_made,China,Unchanged
2021,Binod Chaudhary,66,Family,1.4,2141,diversified,Diversified,self_made,Nepal,Decreased
2021,Chen Liying,45,Family,1.4,2141,package delivery,No Info,self_made,China,Unchanged
2021,Chen Qixing,61,Family,1.4,2141,electronics components,No Info,self_made,China,Increased
2021,Chen Zhuolin,59,Family,1.4,2141,real estate,No Info,self_made,China,Unchanged
2021,Fernando Chico Pardo,69,Family,1.4,2141,airport management,Service,self_made,Mexico,Unchanged
2021,Jean-Paul Clozel,66,Family,1.4,2141,pharmaceuticals,Healthcare,self_made,Switzerland,Unchanged
2021,Jim Crane,67,Family,1.4,2141,"logistics, baseball",Sports,Inherited,United States,Unchanged
2021,Ana Lucia de Mattos Barretto Villela,47,Family,1.4,2141,banking,Finance & Investments,Inherited,Brazil,Decreased
2021,Darwin Deason,80,Family,1.4,2141,software,Service,Inherited,United States,Increased
2021,Sefik Yilmaz Dizdar,83,Family,1.4,2141,fashion retail,Fashion & Retail,Inherited,Turkey,Decreased
2021,James Duff,60,Family,1.4,2141,"tires, diversified",Diversified,Inherited,United States,Unchanged
2021,Thomas Duff,64,Family,1.4,2141,"tires, diversified",Diversified,self_made,United States,Unchanged
2021,Keith Dunleavy & family,51,Family,1.4,2141,health IT,Healthcare,self_made,United States,Unchanged
2021,Fang Zhancheng,64,Family,1.4,2141,soy sauce,No Info,self_made,China,Unchanged
2021,Lloyd Frink,56,Family,1.4,2141,Zillow,No Info,self_made,United States,Unchanged
2021,Gao Yunfeng,54,Family,1.4,2141,industrial lasers,Manufacturing,Inherited,China,Increased
2021,Jayme Garfinkel,75,Family,1.4,2141,insurance,No Info,Inherited,Brazil,Decreased
2021,Balkrishan Goenka,54,Family,1.4,2141,textiles,Manufacturing,Inherited,India,Unchanged
2021,Jitse Groen,42,Family,1.4,2141,food delivery service,No Info,Inherited,Netherlands,Unchanged
2021,Mimi Haas,74,Family,1.4,2141,Levi's jeans,No Info,No Info,United States,Unchanged
2021,Richard Hayne,73,Family,1.4,2141,Urban Outfitters,Fashion & Retail,Inherited,United States,Decreased
2021,He Ningning,50,Family,1.4,2141,electronic components,No Info,Inherited,China,Unchanged
2021,He Yamin & family,64,Family,1.4,2141,manufacturing,Manufacturing,Inherited,China,Unchanged
2021,Timothy Headington,71,Family,1.4,2141,"oil & gas, investments",Energy,Inherited,United States,Decreased
2021,Christian Herz,64,Family,1.4,2141,coffee,Finance & Investments,No Info,Germany,Unchanged
2021,Michaela Herz,64,Family,1.4,2141,coffee,Finance & Investments,self_made,Germany,Unchanged
2021,Daniel Hirschfeld,79,Family,1.4,2141,fashion retail,Fashion & Retail,self_made,United States,Unchanged
2021,Francis Holder,80,Family,1.4,2141,bakeries,Food & Beverage,self_made,France,Increased
2021,Hu Chengzhong,60,Family,1.4,2141,manufacturing,No Info,self_made,China,Unchanged
2021,Hu Gengxi & family,57,Family,1.4,2141,Bio-Pharma,Healthcare,No Info,China,Unchanged
2021,Huang Hongyun & family,54,Family,1.4,2141,real estate,Real Estate,self_made,China,Unchanged
2021,Huang Jian,54,Family,1.4,2141,home appliance,Manufacturing,self_made,China,Unchanged
2021,Huang Weibin,53,Family,1.4,2141,home appliances,Manufacturing,self_made,China,Unchanged
2021,Huang Xiaofen & family,59,Family,1.4,2141,printed circuit boards,Technology,self_made,China,Unchanged
2021,Archie Hwang,68,Family,1.4,2141,semiconductors,Technology,self_made,Taiwan,Increased
2021,Jay-Z,51,Family,1.4,2141,Multiple,Media & Entertainment,self_made,United States,Unchanged
2021,Johan Johannson,54,Family,1.4,2141,grocery stores,Fashion & Retail,self_made,Norway,Decreased
2021,Scott Kapnick,62,Family,1.4,2141,private equity,Finance & Investments,self_made,United States,Unchanged
2021,Sidney Kimmel,93,Family,1.4,2141,retail,Fashion & Retail,self_made,United States,Increased
2021,Christine Knauf,64,Family,1.4,2141,building materials,Manufacturing,Inherited,Germany,Unchanged
2021,Karl Knauf,64,Family,1.4,2141,building materials,Manufacturing,Inherited,Germany,Unchanged
2021,Andrei Kosogov,60,Family,1.4,2141,Banking,Energy,self_made,Russia,Increased
2021,Guilherme Peirao Leal,71,Family,1.4,2141,cosmetics,No Info,self_made,Brazil,Unchanged
2021,Theodore Leonsis,65,Family,1.4,2141,sports teams,Sports,Inherited,United States,Increased
2021,Li Denghai,71,Family,1.4,2141,seed production,Food & Beverage,Inherited,China,Unchanged
2021,Liang Qin & family,49,Family,1.4,2141,semiconductor devices,Technology,Inherited,China,Unchanged
2021,Liang Yaoming,57,Family,1.4,2141,diagnostics,No Info,Inherited,China,Unchanged
2021,Liu Hua,48,Family,1.4,2141,infant formula,No Info,Inherited,China,Unchanged
2021,Liu Xuejing & family,70,Family,1.4,2141,"copper, poultry",No Info,self_made,China,Unchanged
